Driver,LapNumber,LapTime,Compound,TyreLife,Circuit
SAI,15.0,0 days 00:01:38.220000,HARD,5.0,Las Vegas Grand Prix
SAI,16.0,0 days 00:01:38.868000,HARD,6.0,Las Vegas Grand Prix
SAI,17.0,0 days 00:01:37.967000,HARD,7.0,Las Vegas Grand Prix
SAI,18.0,0 days 00:01:38.076000,HARD,8.0,Las Vegas Grand Prix
SAI,19.0,0 days 00:01:37.763000,HARD,9.0,Las Vegas Grand Prix
SAI,20.0,0 days 00:01:37.774000,HARD,10.0,Las Vegas Grand Prix
SAI,21.0,0 days 00:01:37.546000,HARD,11.0,Las Vegas Grand Prix
SAI,22.0,0 days 00:01:37.514000,HARD,12.0,Las Vegas Grand Prix
SAI,23.0,0 days 00:01:37.477000,HARD,13.0,Las Vegas Grand Prix
SAI,24.0,0 days 00:01:37.919000,HARD,14.0,Las Vegas Grand Prix
SAI,25.0,0 days 00:01:37.944000,HARD,15.0,Las Vegas Grand Prix
SAI,26.0,0 days 00:01:38.321000,HARD,16.0,Las Vegas Grand Prix
SAI,27.0,0 days 00:01:41.611000,HARD,17.0,Las Vegas Grand Prix
SAI,28.0,0 days 00:01:43.655000,HARD,18.0,Las Vegas Grand Prix
SAI,30.0,0 days 00:01:37.353000,HARD,2.0,Las Vegas Grand Prix
SAI,31.0,0 days 00:01:36.973000,HARD,3.0,Las Vegas Grand Prix
SAI,32.0,0 days 00:01:37.397000,HARD,4.0,Las Vegas Grand Prix
SAI,33.0,0 days 00:01:37.524000,HARD,5.0,Las Vegas Grand Prix
SAI,34.0,0 days 00:01:37.146000,HARD,6.0,Las Vegas Grand Prix
SAI,35.0,0 days 00:01:36.641000,HARD,7.0,Las Vegas Grand Prix
SAI,36.0,0 days 00:01:36.519000,HARD,8.0,Las Vegas Grand Prix
SAI,37.0,0 days 00:01:36.509000,HARD,9.0,Las Vegas Grand Prix
SAI,38.0,0 days 00:01:36.125000,HARD,10.0,Las Vegas Grand Prix
SAI,39.0,0 days 00:01:36.196000,HARD,11.0,Las Vegas Grand Prix
SAI,40.0,0 days 00:01:36.043000,HARD,12.0,Las Vegas Grand Prix
SAI,41.0,0 days 00:01:36.507000,HARD,13.0,Las Vegas Grand Prix
SAI,42.0,0 days 00:01:36.223000,HARD,14.0,Las Vegas Grand Prix
SAI,43.0,0 days 00:01:36.302000,HARD,15.0,Las Vegas Grand Prix
SAI,44.0,0 days 00:01:35.875000,HARD,16.0,Las Vegas Grand Prix
SAI,45.0,0 days 00:01:36.340000,HARD,17.0,Las Vegas Grand Prix
SAI,46.0,0 days 00:01:36.139000,HARD,18.0,Las Vegas Grand Prix
SAI,47.0,0 days 00:01:35.880000,HARD,19.0,Las Vegas Grand Prix
SAI,48.0,0 days 00:01:36.015000,HARD,20.0,Las Vegas Grand Prix
SAI,49.0,0 days 00:01:36.467000,HARD,21.0,Las Vegas Grand Prix
SAI,50.0,0 days 00:01:36.759000,HARD,22.0,Las Vegas Grand Prix
LEC,1.0,0 days 00:01:43.882000,MEDIUM,1.0,Las Vegas Grand Prix
LEC,2.0,0 days 00:01:39.333000,MEDIUM,2.0,Las Vegas Grand Prix
LEC,3.0,0 days 00:01:38.329000,MEDIUM,3.0,Las Vegas Grand Prix
LEC,4.0,0 days 00:01:38.501000,MEDIUM,4.0,Las Vegas Grand Prix
LEC,5.0,0 days 00:01:39.177000,MEDIUM,5.0,Las Vegas Grand Prix
LEC,6.0,0 days 00:01:38.652000,MEDIUM,6.0,Las Vegas Grand Prix
LEC,7.0,0 days 00:01:40.006000,MEDIUM,7.0,Las Vegas Grand Prix
LEC,8.0,0 days 00:01:41.841000,MEDIUM,8.0,Las Vegas Grand Prix
LEC,11.0,0 days 00:01:38.818000,HARD,2.0,Las Vegas Grand Prix
LEC,12.0,0 days 00:01:39.962000,HARD,3.0,Las Vegas Grand Prix
LEC,13.0,0 days 00:01:39.948000,HARD,4.0,Las Vegas Grand Prix
LEC,14.0,0 days 00:01:38.893000,HARD,5.0,Las Vegas Grand Prix
LEC,15.0,0 days 00:01:38.237000,HARD,6.0,Las Vegas Grand Prix
LEC,16.0,0 days 00:01:38.316000,HARD,7.0,Las Vegas Grand Prix
LEC,17.0,0 days 00:01:39.487000,HARD,8.0,Las Vegas Grand Prix
LEC,18.0,0 days 00:01:38.251000,HARD,9.0,Las Vegas Grand Prix
LEC,19.0,0 days 00:01:37.978000,HARD,10.0,Las Vegas Grand Prix
LEC,20.0,0 days 00:01:37.295000,HARD,11.0,Las Vegas Grand Prix
LEC,21.0,0 days 00:01:37.448000,HARD,12.0,Las Vegas Grand Prix
LEC,22.0,0 days 00:01:37.130000,HARD,13.0,Las Vegas Grand Prix
LEC,23.0,0 days 00:01:37.177000,HARD,14.0,Las Vegas Grand Prix
LEC,24.0,0 days 00:01:37.256000,HARD,15.0,Las Vegas Grand Prix
LEC,25.0,0 days 00:01:37.291000,HARD,16.0,Las Vegas Grand Prix
LEC,26.0,0 days 00:01:37.933000,HARD,17.0,Las Vegas Grand Prix
LEC,27.0,0 days 00:01:38.698000,HARD,18.0,Las Vegas Grand Prix
LEC,28.0,0 days 00:01:38.070000,HARD,19.0,Las Vegas Grand Prix
LEC,29.0,0 days 00:01:37.950000,HARD,20.0,Las Vegas Grand Prix
LEC,30.0,0 days 00:01:38.458000,HARD,21.0,Las Vegas Grand Prix
LEC,31.0,0 days 00:01:42.968000,HARD,22.0,Las Vegas Grand Prix
LEC,33.0,0 days 00:01:38.017000,HARD,2.0,Las Vegas Grand Prix
LEC,34.0,0 days 00:01:37.081000,HARD,3.0,Las Vegas Grand Prix
LEC,35.0,0 days 00:01:36.481000,HARD,4.0,Las Vegas Grand Prix
LEC,36.0,0 days 00:01:36.285000,HARD,5.0,Las Vegas Grand Prix
LEC,37.0,0 days 00:01:36.177000,HARD,6.0,Las Vegas Grand Prix
LEC,38.0,0 days 00:01:36.079000,HARD,7.0,Las Vegas Grand Prix
LEC,39.0,0 days 00:01:36.102000,HARD,8.0,Las Vegas Grand Prix
LEC,40.0,0 days 00:01:35.674000,HARD,9.0,Las Vegas Grand Prix
LEC,41.0,0 days 00:01:36.469000,HARD,10.0,Las Vegas Grand Prix
LEC,42.0,0 days 00:01:36.873000,HARD,11.0,Las Vegas Grand Prix
LEC,43.0,0 days 00:01:36.055000,HARD,12.0,Las Vegas Grand Prix
LEC,44.0,0 days 00:01:36.543000,HARD,13.0,Las Vegas Grand Prix
LEC,45.0,0 days 00:01:36.031000,HARD,14.0,Las Vegas Grand Prix
LEC,46.0,0 days 00:01:36.333000,HARD,15.0,Las Vegas Grand Prix
LEC,47.0,0 days 00:01:36.054000,HARD,16.0,Las Vegas Grand Prix
LEC,48.0,0 days 00:01:36.065000,HARD,17.0,Las Vegas Grand Prix
LEC,49.0,0 days 00:01:36.571000,HARD,18.0,Las Vegas Grand Prix
LEC,50.0,0 days 00:01:37.218000,HARD,19.0,Las Vegas Grand Prix
VER,2.0,0 days 00:01:39.861000,MEDIUM,2.0,Las Vegas Grand Prix
VER,3.0,0 days 00:01:39.345000,MEDIUM,3.0,Las Vegas Grand Prix
VER,4.0,0 days 00:01:38.713000,MEDIUM,4.0,Las Vegas Grand Prix
VER,5.0,0 days 00:01:38.472000,MEDIUM,5.0,Las Vegas Grand Prix
VER,6.0,0 days 00:01:38.661000,MEDIUM,6.0,Las Vegas Grand Prix
VER,7.0,0 days 00:01:38.906000,MEDIUM,7.0,Las Vegas Grand Prix
VER,8.0,0 days 00:01:39.047000,MEDIUM,8.0,Las Vegas Grand Prix
VER,9.0,0 days 00:01:39.790000,MEDIUM,9.0,Las Vegas Grand Prix
VER,10.0,0 days 00:01:40.064000,MEDIUM,10.0,Las Vegas Grand Prix
VER,11.0,0 days 00:01:44.351000,MEDIUM,11.0,Las Vegas Grand Prix
VER,13.0,0 days 00:01:38.307000,HARD,2.0,Las Vegas Grand Prix
VER,14.0,0 days 00:01:38.376000,HARD,3.0,Las Vegas Grand Prix
VER,15.0,0 days 00:01:38.648000,HARD,4.0,Las Vegas Grand Prix
VER,16.0,0 days 00:01:38.563000,HARD,5.0,Las Vegas Grand Prix
VER,17.0,0 days 00:01:38.055000,HARD,6.0,Las Vegas Grand Prix
VER,18.0,0 days 00:01:37.956000,HARD,7.0,Las Vegas Grand Prix
VER,19.0,0 days 00:01:37.678000,HARD,8.0,Las Vegas Grand Prix
VER,20.0,0 days 00:01:37.846000,HARD,9.0,Las Vegas Grand Prix
VER,21.0,0 days 00:01:37.590000,HARD,10.0,Las Vegas Grand Prix
VER,22.0,0 days 00:01:37.679000,HARD,11.0,Las Vegas Grand Prix
VER,23.0,0 days 00:01:37.524000,HARD,12.0,Las Vegas Grand Prix
VER,24.0,0 days 00:01:37.695000,HARD,13.0,Las Vegas Grand Prix
VER,25.0,0 days 00:01:38.038000,HARD,14.0,Las Vegas Grand Prix
VER,26.0,0 days 00:01:38.362000,HARD,15.0,Las Vegas Grand Prix
VER,27.0,0 days 00:01:43.108000,HARD,16.0,Las Vegas Grand Prix
VER,29.0,0 days 00:01:37.386000,HARD,2.0,Las Vegas Grand Prix
VER,30.0,0 days 00:01:37.549000,HARD,3.0,Las Vegas Grand Prix
VER,31.0,0 days 00:01:37.996000,HARD,4.0,Las Vegas Grand Prix
VER,32.0,0 days 00:01:37.714000,HARD,5.0,Las Vegas Grand Prix
VER,33.0,0 days 00:01:37.579000,HARD,6.0,Las Vegas Grand Prix
VER,34.0,0 days 00:01:37.484000,HARD,7.0,Las Vegas Grand Prix
VER,35.0,0 days 00:01:37.243000,HARD,8.0,Las Vegas Grand Prix
VER,36.0,0 days 00:01:37.001000,HARD,9.0,Las Vegas Grand Prix
VER,37.0,0 days 00:01:36.720000,HARD,10.0,Las Vegas Grand Prix
VER,38.0,0 days 00:01:36.979000,HARD,11.0,Las Vegas Grand Prix
VER,39.0,0 days 00:01:36.344000,HARD,12.0,Las Vegas Grand Prix
VER,40.0,0 days 00:01:36.495000,HARD,13.0,Las Vegas Grand Prix
VER,41.0,0 days 00:01:37.522000,HARD,14.0,Las Vegas Grand Prix
VER,42.0,0 days 00:01:36.489000,HARD,15.0,Las Vegas Grand Prix
VER,43.0,0 days 00:01:36.248000,HARD,16.0,Las Vegas Grand Prix
VER,44.0,0 days 00:01:36.279000,HARD,17.0,Las Vegas Grand Prix
VER,45.0,0 days 00:01:36.394000,HARD,18.0,Las Vegas Grand Prix
VER,46.0,0 days 00:01:36.929000,HARD,19.0,Las Vegas Grand Prix
VER,47.0,0 days 00:01:36.736000,HARD,20.0,Las Vegas Grand Prix
VER,48.0,0 days 00:01:36.922000,HARD,21.0,Las Vegas Grand Prix
VER,49.0,0 days 00:01:37.016000,HARD,22.0,Las Vegas Grand Prix
VER,50.0,0 days 00:01:37.210000,HARD,23.0,Las Vegas Grand Prix
NOR,2.0,0 days 00:01:39.907000,MEDIUM,2.0,Las Vegas Grand Prix
NOR,3.0,0 days 00:01:39.197000,MEDIUM,3.0,Las Vegas Grand Prix
NOR,4.0,0 days 00:01:39.094000,MEDIUM,4.0,Las Vegas Grand Prix
NOR,5.0,0 days 00:01:39.490000,MEDIUM,5.0,Las Vegas Grand Prix
NOR,6.0,0 days 00:01:38.848000,MEDIUM,6.0,Las Vegas Grand Prix
NOR,7.0,0 days 00:01:39.716000,MEDIUM,7.0,Las Vegas Grand Prix
NOR,8.0,0 days 00:01:40.573000,MEDIUM,8.0,Las Vegas Grand Prix
NOR,11.0,0 days 00:01:37.795000,HARD,2.0,Las Vegas Grand Prix
NOR,12.0,0 days 00:01:39.909000,HARD,3.0,Las Vegas Grand Prix
NOR,13.0,0 days 00:01:40.365000,HARD,4.0,Las Vegas Grand Prix
NOR,14.0,0 days 00:01:39.798000,HARD,5.0,Las Vegas Grand Prix
NOR,15.0,0 days 00:01:38.236000,HARD,6.0,Las Vegas Grand Prix
NOR,16.0,0 days 00:01:38.165000,HARD,7.0,Las Vegas Grand Prix
NOR,17.0,0 days 00:01:39.928000,HARD,8.0,Las Vegas Grand Prix
NOR,18.0,0 days 00:01:38.152000,HARD,9.0,Las Vegas Grand Prix
NOR,19.0,0 days 00:01:38.232000,HARD,10.0,Las Vegas Grand Prix
NOR,20.0,0 days 00:01:38.166000,HARD,11.0,Las Vegas Grand Prix
NOR,21.0,0 days 00:01:38.140000,HARD,12.0,Las Vegas Grand Prix
NOR,22.0,0 days 00:01:38.444000,HARD,13.0,Las Vegas Grand Prix
NOR,23.0,0 days 00:01:38.283000,HARD,14.0,Las Vegas Grand Prix
NOR,24.0,0 days 00:01:38.434000,HARD,15.0,Las Vegas Grand Prix
NOR,25.0,0 days 00:01:38.529000,HARD,16.0,Las Vegas Grand Prix
NOR,26.0,0 days 00:01:38.819000,HARD,17.0,Las Vegas Grand Prix
NOR,27.0,0 days 00:01:38.795000,HARD,18.0,Las Vegas Grand Prix
NOR,28.0,0 days 00:01:38.892000,HARD,19.0,Las Vegas Grand Prix
NOR,29.0,0 days 00:01:39.050000,HARD,20.0,Las Vegas Grand Prix
NOR,32.0,0 days 00:01:37.649000,HARD,2.0,Las Vegas Grand Prix
NOR,33.0,0 days 00:01:37.886000,HARD,3.0,Las Vegas Grand Prix
NOR,34.0,0 days 00:01:37.587000,HARD,4.0,Las Vegas Grand Prix
NOR,35.0,0 days 00:01:37.355000,HARD,5.0,Las Vegas Grand Prix
NOR,36.0,0 days 00:01:36.845000,HARD,6.0,Las Vegas Grand Prix
NOR,37.0,0 days 00:01:36.473000,HARD,7.0,Las Vegas Grand Prix
NOR,38.0,0 days 00:01:36.447000,HARD,8.0,Las Vegas Grand Prix
NOR,39.0,0 days 00:01:36.237000,HARD,9.0,Las Vegas Grand Prix
NOR,40.0,0 days 00:01:35.843000,HARD,10.0,Las Vegas Grand Prix
NOR,41.0,0 days 00:01:35.983000,HARD,11.0,Las Vegas Grand Prix
NOR,42.0,0 days 00:01:35.601000,HARD,12.0,Las Vegas Grand Prix
NOR,43.0,0 days 00:01:35.876000,HARD,13.0,Las Vegas Grand Prix
NOR,44.0,0 days 00:01:35.527000,HARD,14.0,Las Vegas Grand Prix
NOR,45.0,0 days 00:01:36.363000,HARD,15.0,Las Vegas Grand Prix
NOR,46.0,0 days 00:01:36.006000,HARD,16.0,Las Vegas Grand Prix
NOR,47.0,0 days 00:01:36.445000,HARD,17.0,Las Vegas Grand Prix
NOR,48.0,0 days 00:01:40.900000,HARD,18.0,Las Vegas Grand Prix
NOR,50.0,0 days 00:01:34.876000,SOFT,6.0,Las Vegas Grand Prix
PIA,2.0,0 days 00:01:40.495000,MEDIUM,2.0,Las Vegas Grand Prix
PIA,3.0,0 days 00:01:39.144000,MEDIUM,3.0,Las Vegas Grand Prix
PIA,4.0,0 days 00:01:39.226000,MEDIUM,4.0,Las Vegas Grand Prix
PIA,5.0,0 days 00:01:39.010000,MEDIUM,5.0,Las Vegas Grand Prix
PIA,6.0,0 days 00:01:39.097000,MEDIUM,6.0,Las Vegas Grand Prix
PIA,7.0,0 days 00:01:40.118000,MEDIUM,7.0,Las Vegas Grand Prix
PIA,8.0,0 days 00:01:40.351000,MEDIUM,8.0,Las Vegas Grand Prix
PIA,9.0,0 days 00:01:41.986000,MEDIUM,9.0,Las Vegas Grand Prix
PIA,10.0,0 days 00:01:45.430000,MEDIUM,10.0,Las Vegas Grand Prix
PIA,12.0,0 days 00:01:38.137000,HARD,2.0,Las Vegas Grand Prix
PIA,13.0,0 days 00:01:37.942000,HARD,3.0,Las Vegas Grand Prix
PIA,14.0,0 days 00:01:38.850000,HARD,4.0,Las Vegas Grand Prix
PIA,15.0,0 days 00:01:38.556000,HARD,5.0,Las Vegas Grand Prix
PIA,16.0,0 days 00:01:39.691000,HARD,6.0,Las Vegas Grand Prix
PIA,17.0,0 days 00:01:39.280000,HARD,7.0,Las Vegas Grand Prix
PIA,18.0,0 days 00:01:38.127000,HARD,8.0,Las Vegas Grand Prix
PIA,19.0,0 days 00:01:38.439000,HARD,9.0,Las Vegas Grand Prix
PIA,20.0,0 days 00:01:38.301000,HARD,10.0,Las Vegas Grand Prix
PIA,21.0,0 days 00:01:38.458000,HARD,11.0,Las Vegas Grand Prix
PIA,22.0,0 days 00:01:39.050000,HARD,12.0,Las Vegas Grand Prix
PIA,23.0,0 days 00:01:38.849000,HARD,13.0,Las Vegas Grand Prix
PIA,24.0,0 days 00:01:39.168000,HARD,14.0,Las Vegas Grand Prix
PIA,25.0,0 days 00:01:43.929000,HARD,15.0,Las Vegas Grand Prix
PIA,27.0,0 days 00:01:37.906000,HARD,2.0,Las Vegas Grand Prix
PIA,28.0,0 days 00:01:38.108000,HARD,3.0,Las Vegas Grand Prix
PIA,29.0,0 days 00:01:37.582000,HARD,4.0,Las Vegas Grand Prix
PIA,30.0,0 days 00:01:38.110000,HARD,5.0,Las Vegas Grand Prix
PIA,31.0,0 days 00:01:38.356000,HARD,6.0,Las Vegas Grand Prix
PIA,32.0,0 days 00:01:38.495000,HARD,7.0,Las Vegas Grand Prix
PIA,33.0,0 days 00:01:38.689000,HARD,8.0,Las Vegas Grand Prix
PIA,34.0,0 days 00:01:37.841000,HARD,9.0,Las Vegas Grand Prix
PIA,35.0,0 days 00:01:37.431000,HARD,10.0,Las Vegas Grand Prix
PIA,36.0,0 days 00:01:37.201000,HARD,11.0,Las Vegas Grand Prix
PIA,37.0,0 days 00:01:36.740000,HARD,12.0,Las Vegas Grand Prix
PIA,38.0,0 days 00:01:37.607000,HARD,13.0,Las Vegas Grand Prix
PIA,39.0,0 days 00:01:37.144000,HARD,14.0,Las Vegas Grand Prix
PIA,40.0,0 days 00:01:37.586000,HARD,15.0,Las Vegas Grand Prix
PIA,41.0,0 days 00:01:37.188000,HARD,16.0,Las Vegas Grand Prix
PIA,42.0,0 days 00:01:37.295000,HARD,17.0,Las Vegas Grand Prix
PIA,43.0,0 days 00:01:37.097000,HARD,18.0,Las Vegas Grand Prix
PIA,44.0,0 days 00:01:36.598000,HARD,19.0,Las Vegas Grand Prix
PIA,45.0,0 days 00:01:37.089000,HARD,20.0,Las Vegas Grand Prix
PIA,46.0,0 days 00:01:37.047000,HARD,21.0,Las Vegas Grand Prix
PIA,47.0,0 days 00:01:37.122000,HARD,22.0,Las Vegas Grand Prix
PIA,48.0,0 days 00:01:37.847000,HARD,23.0,Las Vegas Grand Prix
PIA,49.0,0 days 00:01:37.752000,HARD,24.0,Las Vegas Grand Prix
PIA,50.0,0 days 00:01:38.272000,HARD,25.0,Las Vegas Grand Prix
HUL,2.0,0 days 00:01:39.760000,MEDIUM,2.0,Las Vegas Grand Prix
HUL,3.0,0 days 00:01:39.073000,MEDIUM,3.0,Las Vegas Grand Prix
HUL,4.0,0 days 00:01:38.998000,MEDIUM,4.0,Las Vegas Grand Prix
HUL,5.0,0 days 00:01:40.092000,MEDIUM,5.0,Las Vegas Grand Prix
HUL,6.0,0 days 00:01:40.615000,MEDIUM,6.0,Las Vegas Grand Prix
HUL,7.0,0 days 00:01:39.687000,MEDIUM,7.0,Las Vegas Grand Prix
HUL,8.0,0 days 00:01:40.577000,MEDIUM,8.0,Las Vegas Grand Prix
HUL,9.0,0 days 00:01:40.925000,MEDIUM,9.0,Las Vegas Grand Prix
HUL,10.0,0 days 00:01:40.934000,MEDIUM,10.0,Las Vegas Grand Prix
HUL,11.0,0 days 00:01:40.865000,MEDIUM,11.0,Las Vegas Grand Prix
HUL,12.0,0 days 00:01:40.972000,MEDIUM,12.0,Las Vegas Grand Prix
HUL,13.0,0 days 00:01:41.171000,MEDIUM,13.0,Las Vegas Grand Prix
HUL,16.0,0 days 00:01:38.986000,HARD,2.0,Las Vegas Grand Prix
HUL,17.0,0 days 00:01:38.540000,HARD,3.0,Las Vegas Grand Prix
HUL,18.0,0 days 00:01:38.481000,HARD,4.0,Las Vegas Grand Prix
HUL,19.0,0 days 00:01:38.372000,HARD,5.0,Las Vegas Grand Prix
HUL,20.0,0 days 00:01:37.634000,HARD,6.0,Las Vegas Grand Prix
HUL,21.0,0 days 00:01:37.980000,HARD,7.0,Las Vegas Grand Prix
HUL,22.0,0 days 00:01:37.948000,HARD,8.0,Las Vegas Grand Prix
HUL,23.0,0 days 00:01:38.264000,HARD,9.0,Las Vegas Grand Prix
HUL,24.0,0 days 00:01:38.166000,HARD,10.0,Las Vegas Grand Prix
HUL,25.0,0 days 00:01:38.705000,HARD,11.0,Las Vegas Grand Prix
HUL,26.0,0 days 00:01:38.539000,HARD,12.0,Las Vegas Grand Prix
HUL,27.0,0 days 00:01:38.706000,HARD,13.0,Las Vegas Grand Prix
HUL,28.0,0 days 00:01:38.986000,HARD,14.0,Las Vegas Grand Prix
HUL,29.0,0 days 00:01:39.469000,HARD,15.0,Las Vegas Grand Prix
HUL,30.0,0 days 00:01:38.817000,HARD,16.0,Las Vegas Grand Prix
HUL,31.0,0 days 00:01:38.600000,HARD,17.0,Las Vegas Grand Prix
HUL,32.0,0 days 00:01:38.741000,HARD,18.0,Las Vegas Grand Prix
HUL,33.0,0 days 00:01:43.457000,HARD,19.0,Las Vegas Grand Prix
HUL,35.0,0 days 00:01:38.045000,HARD,2.0,Las Vegas Grand Prix
HUL,36.0,0 days 00:01:37.730000,HARD,3.0,Las Vegas Grand Prix
HUL,37.0,0 days 00:01:37.526000,HARD,4.0,Las Vegas Grand Prix
HUL,38.0,0 days 00:01:37.528000,HARD,5.0,Las Vegas Grand Prix
HUL,39.0,0 days 00:01:37.228000,HARD,6.0,Las Vegas Grand Prix
HUL,40.0,0 days 00:01:37.687000,HARD,7.0,Las Vegas Grand Prix
HUL,41.0,0 days 00:01:38.226000,HARD,8.0,Las Vegas Grand Prix
HUL,42.0,0 days 00:01:37.999000,HARD,9.0,Las Vegas Grand Prix
HUL,43.0,0 days 00:01:37.556000,HARD,10.0,Las Vegas Grand Prix
HUL,44.0,0 days 00:01:36.893000,HARD,11.0,Las Vegas Grand Prix
HUL,45.0,0 days 00:01:36.680000,HARD,12.0,Las Vegas Grand Prix
HUL,46.0,0 days 00:01:36.986000,HARD,13.0,Las Vegas Grand Prix
HUL,47.0,0 days 00:01:36.994000,HARD,14.0,Las Vegas Grand Prix
HUL,48.0,0 days 00:01:36.585000,HARD,15.0,Las Vegas Grand Prix
HUL,49.0,0 days 00:01:36.704000,HARD,16.0,Las Vegas Grand Prix
HUL,50.0,0 days 00:01:37.575000,HARD,17.0,Las Vegas Grand Prix
TSU,2.0,0 days 00:01:40.026000,MEDIUM,2.0,Las Vegas Grand Prix
TSU,3.0,0 days 00:01:39.407000,MEDIUM,3.0,Las Vegas Grand Prix
TSU,4.0,0 days 00:01:39.071000,MEDIUM,4.0,Las Vegas Grand Prix
TSU,5.0,0 days 00:01:39.366000,MEDIUM,5.0,Las Vegas Grand Prix
TSU,6.0,0 days 00:01:39.428000,MEDIUM,6.0,Las Vegas Grand Prix
TSU,7.0,0 days 00:01:39.507000,MEDIUM,7.0,Las Vegas Grand Prix
TSU,8.0,0 days 00:01:39.973000,MEDIUM,8.0,Las Vegas Grand Prix
TSU,9.0,0 days 00:01:42.418000,MEDIUM,9.0,Las Vegas Grand Prix
TSU,10.0,0 days 00:01:45.973000,MEDIUM,10.0,Las Vegas Grand Prix
TSU,12.0,0 days 00:01:38.177000,HARD,3.0,Las Vegas Grand Prix
TSU,13.0,0 days 00:01:38.304000,HARD,4.0,Las Vegas Grand Prix
TSU,14.0,0 days 00:01:40.190000,HARD,5.0,Las Vegas Grand Prix
TSU,15.0,0 days 00:01:40.745000,HARD,6.0,Las Vegas Grand Prix
TSU,16.0,0 days 00:01:40.708000,HARD,7.0,Las Vegas Grand Prix
TSU,17.0,0 days 00:01:38.549000,HARD,8.0,Las Vegas Grand Prix
TSU,18.0,0 days 00:01:38.576000,HARD,9.0,Las Vegas Grand Prix
TSU,19.0,0 days 00:01:38.490000,HARD,10.0,Las Vegas Grand Prix
TSU,20.0,0 days 00:01:38.258000,HARD,11.0,Las Vegas Grand Prix
TSU,21.0,0 days 00:01:38.387000,HARD,12.0,Las Vegas Grand Prix
TSU,22.0,0 days 00:01:38.831000,HARD,13.0,Las Vegas Grand Prix
TSU,23.0,0 days 00:01:38.925000,HARD,14.0,Las Vegas Grand Prix
TSU,24.0,0 days 00:01:40.038000,HARD,15.0,Las Vegas Grand Prix
TSU,25.0,0 days 00:01:38.985000,HARD,16.0,Las Vegas Grand Prix
TSU,26.0,0 days 00:01:38.932000,HARD,17.0,Las Vegas Grand Prix
TSU,27.0,0 days 00:01:38.827000,HARD,18.0,Las Vegas Grand Prix
TSU,28.0,0 days 00:01:39.213000,HARD,19.0,Las Vegas Grand Prix
TSU,29.0,0 days 00:01:44.582000,HARD,20.0,Las Vegas Grand Prix
TSU,31.0,0 days 00:01:38.720000,HARD,3.0,Las Vegas Grand Prix
TSU,32.0,0 days 00:01:38.174000,HARD,4.0,Las Vegas Grand Prix
TSU,33.0,0 days 00:01:38.044000,HARD,5.0,Las Vegas Grand Prix
TSU,34.0,0 days 00:01:38.088000,HARD,6.0,Las Vegas Grand Prix
TSU,35.0,0 days 00:01:38.173000,HARD,7.0,Las Vegas Grand Prix
TSU,36.0,0 days 00:01:38.514000,HARD,8.0,Las Vegas Grand Prix
TSU,37.0,0 days 00:01:37.600000,HARD,9.0,Las Vegas Grand Prix
TSU,38.0,0 days 00:01:38.146000,HARD,10.0,Las Vegas Grand Prix
TSU,39.0,0 days 00:01:37.802000,HARD,11.0,Las Vegas Grand Prix
TSU,40.0,0 days 00:01:37.624000,HARD,12.0,Las Vegas Grand Prix
TSU,41.0,0 days 00:01:38.223000,HARD,13.0,Las Vegas Grand Prix
TSU,42.0,0 days 00:01:37.721000,HARD,14.0,Las Vegas Grand Prix
TSU,43.0,0 days 00:01:37.478000,HARD,15.0,Las Vegas Grand Prix
TSU,44.0,0 days 00:01:37.976000,HARD,16.0,Las Vegas Grand Prix
TSU,45.0,0 days 00:01:37.381000,HARD,17.0,Las Vegas Grand Prix
TSU,46.0,0 days 00:01:37.323000,HARD,18.0,Las Vegas Grand Prix
TSU,47.0,0 days 00:01:37.028000,HARD,19.0,Las Vegas Grand Prix
TSU,48.0,0 days 00:01:36.957000,HARD,20.0,Las Vegas Grand Prix
TSU,49.0,0 days 00:01:37.304000,HARD,21.0,Las Vegas Grand Prix
TSU,50.0,0 days 00:01:38.064000,HARD,22.0,Las Vegas Grand Prix
PER,2.0,0 days 00:01:42.106000,HARD,2.0,Las Vegas Grand Prix
PER,3.0,0 days 00:01:40.450000,HARD,3.0,Las Vegas Grand Prix
PER,4.0,0 days 00:01:40.282000,HARD,4.0,Las Vegas Grand Prix
PER,5.0,0 days 00:01:39.277000,HARD,5.0,Las Vegas Grand Prix
PER,6.0,0 days 00:01:38.985000,HARD,6.0,Las Vegas Grand Prix
PER,7.0,0 days 00:01:39.368000,HARD,7.0,Las Vegas Grand Prix
PER,8.0,0 days 00:01:38.882000,HARD,8.0,Las Vegas Grand Prix
PER,9.0,0 days 00:01:39.523000,HARD,9.0,Las Vegas Grand Prix
PER,10.0,0 days 00:01:39.229000,HARD,10.0,Las Vegas Grand Prix
PER,11.0,0 days 00:01:40.706000,HARD,11.0,Las Vegas Grand Prix
PER,12.0,0 days 00:01:39.663000,HARD,12.0,Las Vegas Grand Prix
PER,13.0,0 days 00:01:40.107000,HARD,13.0,Las Vegas Grand Prix
PER,14.0,0 days 00:01:40.897000,HARD,14.0,Las Vegas Grand Prix
PER,15.0,0 days 00:01:41.565000,HARD,15.0,Las Vegas Grand Prix
PER,16.0,0 days 00:01:40.939000,HARD,16.0,Las Vegas Grand Prix
PER,19.0,0 days 00:01:38.953000,MEDIUM,2.0,Las Vegas Grand Prix
PER,20.0,0 days 00:01:38.250000,MEDIUM,3.0,Las Vegas Grand Prix
