Driver,LapNumber,LapTime,Compound,TyreLife,Circuit
MAG,49.0,0 days 00:01:21.386000,HARD,16.0,Australian Grand Prix
MAG,50.0,0 days 00:01:21.666000,HARD,17.0,Australian Grand Prix
MAG,51.0,0 days 00:01:21.420000,HARD,18.0,Australian Grand Prix
MAG,52.0,0 days 00:01:21.631000,HARD,19.0,Australian Grand Prix
MAG,53.0,0 days 00:01:21.663000,HARD,20.0,Australian Grand Prix
MAG,54.0,0 days 00:01:25.255000,HARD,21.0,Australian Grand Prix
MAG,55.0,0 days 00:01:24.951000,HARD,22.0,Australian Grand Prix
MAG,56.0,0 days 00:01:23.198000,HARD,23.0,Australian Grand Prix
TSU,2.0,0 days 00:01:23.807000,MEDIUM,2.0,Australian Grand Prix
TSU,3.0,0 days 00:01:23.203000,MEDIUM,3.0,Australian Grand Prix
TSU,4.0,0 days 00:01:23.434000,MEDIUM,4.0,Australian Grand Prix
TSU,5.0,0 days 00:01:23.310000,MEDIUM,5.0,Australian Grand Prix
TSU,6.0,0 days 00:01:23.445000,MEDIUM,6.0,Australian Grand Prix
TSU,7.0,0 days 00:01:22.864000,MEDIUM,7.0,Australian Grand Prix
TSU,8.0,0 days 00:01:23.381000,MEDIUM,8.0,Australian Grand Prix
TSU,11.0,0 days 00:01:22.898000,HARD,2.0,Australian Grand Prix
TSU,12.0,0 days 00:01:22.799000,HARD,3.0,Australian Grand Prix
TSU,13.0,0 days 00:01:23.032000,HARD,4.0,Australian Grand Prix
TSU,14.0,0 days 00:01:22.823000,HARD,5.0,Australian Grand Prix
TSU,15.0,0 days 00:01:23.336000,HARD,6.0,Australian Grand Prix
TSU,16.0,0 days 00:01:23.252000,HARD,7.0,Australian Grand Prix
TSU,18.0,0 days 00:01:24.892000,HARD,9.0,Australian Grand Prix
TSU,19.0,0 days 00:01:22.994000,HARD,10.0,Australian Grand Prix
TSU,20.0,0 days 00:01:23.048000,HARD,11.0,Australian Grand Prix
TSU,21.0,0 days 00:01:22.968000,HARD,12.0,Australian Grand Prix
TSU,22.0,0 days 00:01:22.673000,HARD,13.0,Australian Grand Prix
TSU,23.0,0 days 00:01:22.953000,HARD,14.0,Australian Grand Prix
TSU,24.0,0 days 00:01:23.026000,HARD,15.0,Australian Grand Prix
TSU,25.0,0 days 00:01:23.001000,HARD,16.0,Australian Grand Prix
TSU,26.0,0 days 00:01:23.302000,HARD,17.0,Australian Grand Prix
TSU,27.0,0 days 00:01:23.248000,HARD,18.0,Australian Grand Prix
TSU,28.0,0 days 00:01:23.075000,HARD,19.0,Australian Grand Prix
TSU,29.0,0 days 00:01:23.498000,HARD,20.0,Australian Grand Prix
TSU,30.0,0 days 00:01:23.382000,HARD,21.0,Australian Grand Prix
TSU,31.0,0 days 00:01:23.367000,HARD,22.0,Australian Grand Prix
TSU,32.0,0 days 00:01:23.390000,HARD,23.0,Australian Grand Prix
TSU,33.0,0 days 00:01:23.226000,HARD,24.0,Australian Grand Prix
TSU,34.0,0 days 00:01:23.323000,HARD,25.0,Australian Grand Prix
TSU,35.0,0 days 00:01:23.289000,HARD,26.0,Australian Grand Prix
TSU,37.0,0 days 00:01:29.144000,HARD,1.0,Australian Grand Prix
TSU,38.0,0 days 00:01:21.924000,HARD,2.0,Australian Grand Prix
TSU,39.0,0 days 00:01:22.247000,HARD,3.0,Australian Grand Prix
TSU,40.0,0 days 00:01:23.218000,HARD,4.0,Australian Grand Prix
TSU,41.0,0 days 00:01:21.764000,HARD,5.0,Australian Grand Prix
TSU,42.0,0 days 00:01:21.784000,HARD,6.0,Australian Grand Prix
TSU,43.0,0 days 00:01:21.928000,HARD,7.0,Australian Grand Prix
TSU,44.0,0 days 00:01:21.824000,HARD,8.0,Australian Grand Prix
TSU,45.0,0 days 00:01:21.696000,HARD,9.0,Australian Grand Prix
TSU,46.0,0 days 00:01:21.134000,HARD,10.0,Australian Grand Prix
TSU,47.0,0 days 00:01:21.254000,HARD,11.0,Australian Grand Prix
TSU,48.0,0 days 00:01:21.174000,HARD,12.0,Australian Grand Prix
TSU,49.0,0 days 00:01:21.303000,HARD,13.0,Australian Grand Prix
TSU,50.0,0 days 00:01:21.285000,HARD,14.0,Australian Grand Prix
TSU,51.0,0 days 00:01:21.568000,HARD,15.0,Australian Grand Prix
TSU,52.0,0 days 00:01:21.647000,HARD,16.0,Australian Grand Prix
TSU,53.0,0 days 00:01:21.553000,HARD,17.0,Australian Grand Prix
TSU,54.0,0 days 00:01:21.716000,HARD,18.0,Australian Grand Prix
TSU,55.0,0 days 00:01:21.677000,HARD,19.0,Australian Grand Prix
TSU,56.0,0 days 00:01:21.812000,HARD,20.0,Australian Grand Prix
ALB,2.0,0 days 00:01:24.536000,MEDIUM,2.0,Australian Grand Prix
ALB,3.0,0 days 00:01:23.606000,MEDIUM,3.0,Australian Grand Prix
ALB,4.0,0 days 00:01:23.438000,MEDIUM,4.0,Australian Grand Prix
ALB,5.0,0 days 00:01:23.916000,MEDIUM,5.0,Australian Grand Prix
ALB,7.0,0 days 00:01:28.447000,HARD,1.0,Australian Grand Prix
ALB,8.0,0 days 00:01:23.720000,HARD,2.0,Australian Grand Prix
ALB,9.0,0 days 00:01:23.645000,HARD,3.0,Australian Grand Prix
ALB,10.0,0 days 00:01:23.852000,HARD,4.0,Australian Grand Prix
ALB,11.0,0 days 00:01:23.254000,HARD,5.0,Australian Grand Prix
ALB,12.0,0 days 00:01:22.767000,HARD,6.0,Australian Grand Prix
ALB,13.0,0 days 00:01:23.183000,HARD,7.0,Australian Grand Prix
ALB,14.0,0 days 00:01:22.978000,HARD,8.0,Australian Grand Prix
ALB,15.0,0 days 00:01:23.027000,HARD,9.0,Australian Grand Prix
ALB,16.0,0 days 00:01:22.963000,HARD,10.0,Australian Grand Prix
ALB,18.0,0 days 00:01:24.344000,HARD,12.0,Australian Grand Prix
ALB,19.0,0 days 00:01:23.022000,HARD,13.0,Australian Grand Prix
ALB,20.0,0 days 00:01:22.607000,HARD,14.0,Australian Grand Prix
ALB,21.0,0 days 00:01:23.066000,HARD,15.0,Australian Grand Prix
ALB,22.0,0 days 00:01:23.301000,HARD,16.0,Australian Grand Prix
ALB,23.0,0 days 00:01:23.198000,HARD,17.0,Australian Grand Prix
ALB,24.0,0 days 00:01:23.513000,HARD,18.0,Australian Grand Prix
ALB,25.0,0 days 00:01:23.671000,HARD,19.0,Australian Grand Prix
ALB,26.0,0 days 00:01:23.525000,HARD,20.0,Australian Grand Prix
ALB,28.0,0 days 00:01:29.209000,HARD,1.0,Australian Grand Prix
ALB,29.0,0 days 00:01:22.792000,HARD,2.0,Australian Grand Prix
ALB,30.0,0 days 00:01:22.898000,HARD,3.0,Australian Grand Prix
ALB,31.0,0 days 00:01:22.949000,HARD,4.0,Australian Grand Prix
ALB,32.0,0 days 00:01:22.901000,HARD,5.0,Australian Grand Prix
ALB,33.0,0 days 00:01:23.188000,HARD,6.0,Australian Grand Prix
ALB,34.0,0 days 00:01:23.061000,HARD,7.0,Australian Grand Prix
ALB,35.0,0 days 00:01:23.135000,HARD,8.0,Australian Grand Prix
ALB,36.0,0 days 00:01:24.486000,HARD,9.0,Australian Grand Prix
ALB,37.0,0 days 00:01:22.918000,HARD,10.0,Australian Grand Prix
ALB,38.0,0 days 00:01:22.154000,HARD,11.0,Australian Grand Prix
ALB,39.0,0 days 00:01:22.011000,HARD,12.0,Australian Grand Prix
ALB,40.0,0 days 00:01:21.740000,HARD,13.0,Australian Grand Prix
ALB,41.0,0 days 00:01:23.574000,HARD,14.0,Australian Grand Prix
ALB,42.0,0 days 00:01:21.730000,HARD,15.0,Australian Grand Prix
ALB,43.0,0 days 00:01:22.292000,HARD,16.0,Australian Grand Prix
ALB,44.0,0 days 00:01:22.499000,HARD,17.0,Australian Grand Prix
ALB,45.0,0 days 00:01:21.907000,HARD,18.0,Australian Grand Prix
ALB,46.0,0 days 00:01:21.618000,HARD,19.0,Australian Grand Prix
ALB,47.0,0 days 00:01:21.845000,HARD,20.0,Australian Grand Prix
ALB,48.0,0 days 00:01:21.927000,HARD,21.0,Australian Grand Prix
ALB,49.0,0 days 00:01:21.918000,HARD,22.0,Australian Grand Prix
ALB,50.0,0 days 00:01:22.219000,HARD,23.0,Australian Grand Prix
ALB,51.0,0 days 00:01:22.319000,HARD,24.0,Australian Grand Prix
ALB,52.0,0 days 00:01:22.184000,HARD,25.0,Australian Grand Prix
ALB,53.0,0 days 00:01:22.399000,HARD,26.0,Australian Grand Prix
ALB,54.0,0 days 00:01:24.131000,HARD,27.0,Australian Grand Prix
ALB,55.0,0 days 00:01:22.312000,HARD,28.0,Australian Grand Prix
ALB,56.0,0 days 00:01:24.190000,HARD,29.0,Australian Grand Prix
ZHO,2.0,0 days 00:01:24.379000,SOFT,2.0,Australian Grand Prix
ZHO,3.0,0 days 00:01:23.912000,SOFT,3.0,Australian Grand Prix
ZHO,4.0,0 days 00:01:23.948000,SOFT,4.0,Australian Grand Prix
ZHO,5.0,0 days 00:01:24.161000,SOFT,5.0,Australian Grand Prix
ZHO,8.0,0 days 00:01:24.402000,HARD,3.0,Australian Grand Prix
ZHO,9.0,0 days 00:01:23.624000,HARD,4.0,Australian Grand Prix
ZHO,10.0,0 days 00:01:23.660000,HARD,5.0,Australian Grand Prix
ZHO,11.0,0 days 00:01:23.447000,HARD,6.0,Australian Grand Prix
ZHO,12.0,0 days 00:01:23.177000,HARD,7.0,Australian Grand Prix
ZHO,13.0,0 days 00:01:23.471000,HARD,8.0,Australian Grand Prix
ZHO,14.0,0 days 00:01:23.302000,HARD,9.0,Australian Grand Prix
ZHO,15.0,0 days 00:01:23.329000,HARD,10.0,Australian Grand Prix
ZHO,16.0,0 days 00:01:23.339000,HARD,11.0,Australian Grand Prix
ZHO,18.0,0 days 00:01:24.958000,HARD,13.0,Australian Grand Prix
ZHO,19.0,0 days 00:01:23.537000,HARD,14.0,Australian Grand Prix
ZHO,20.0,0 days 00:01:23.069000,HARD,15.0,Australian Grand Prix
ZHO,21.0,0 days 00:01:23.473000,HARD,16.0,Australian Grand Prix
ZHO,22.0,0 days 00:01:23.431000,HARD,17.0,Australian Grand Prix
ZHO,23.0,0 days 00:01:23.264000,HARD,18.0,Australian Grand Prix
ZHO,24.0,0 days 00:01:23.196000,HARD,19.0,Australian Grand Prix
ZHO,25.0,0 days 00:01:23.031000,HARD,20.0,Australian Grand Prix
ZHO,26.0,0 days 00:01:23.062000,HARD,21.0,Australian Grand Prix
ZHO,27.0,0 days 00:01:23.097000,HARD,22.0,Australian Grand Prix
ZHO,28.0,0 days 00:01:23.023000,HARD,23.0,Australian Grand Prix
ZHO,29.0,0 days 00:01:22.602000,HARD,24.0,Australian Grand Prix
ZHO,30.0,0 days 00:01:22.989000,HARD,25.0,Australian Grand Prix
ZHO,31.0,0 days 00:01:22.826000,HARD,26.0,Australian Grand Prix
ZHO,32.0,0 days 00:01:23.170000,HARD,27.0,Australian Grand Prix
ZHO,33.0,0 days 00:01:23.246000,HARD,28.0,Australian Grand Prix
ZHO,34.0,0 days 00:01:23.068000,HARD,29.0,Australian Grand Prix
ZHO,36.0,0 days 00:01:28.570000,HARD,1.0,Australian Grand Prix
ZHO,37.0,0 days 00:01:22.598000,HARD,2.0,Australian Grand Prix
ZHO,38.0,0 days 00:01:22.430000,HARD,3.0,Australian Grand Prix
ZHO,39.0,0 days 00:01:22.008000,HARD,4.0,Australian Grand Prix
ZHO,40.0,0 days 00:01:21.908000,HARD,5.0,Australian Grand Prix
ZHO,41.0,0 days 00:01:23.999000,HARD,6.0,Australian Grand Prix
ZHO,42.0,0 days 00:01:22.195000,HARD,7.0,Australian Grand Prix
ZHO,43.0,0 days 00:01:23.827000,HARD,8.0,Australian Grand Prix
ZHO,44.0,0 days 00:01:22.147000,HARD,9.0,Australian Grand Prix
ZHO,45.0,0 days 00:01:21.609000,HARD,10.0,Australian Grand Prix
ZHO,46.0,0 days 00:01:21.663000,HARD,11.0,Australian Grand Prix
ZHO,47.0,0 days 00:01:21.776000,HARD,12.0,Australian Grand Prix
ZHO,48.0,0 days 00:01:23.135000,HARD,13.0,Australian Grand Prix
ZHO,49.0,0 days 00:01:21.327000,HARD,14.0,Australian Grand Prix
ZHO,50.0,0 days 00:01:21.831000,HARD,15.0,Australian Grand Prix
ZHO,51.0,0 days 00:01:21.830000,HARD,16.0,Australian Grand Prix
ZHO,52.0,0 days 00:01:22.060000,HARD,17.0,Australian Grand Prix
ZHO,53.0,0 days 00:01:22.184000,HARD,18.0,Australian Grand Prix
ZHO,54.0,0 days 00:01:22.067000,HARD,19.0,Australian Grand Prix
ZHO,55.0,0 days 00:01:21.798000,HARD,20.0,Australian Grand Prix
ZHO,56.0,0 days 00:01:28.058000,HARD,21.0,Australian Grand Prix
HUL,2.0,0 days 00:01:24.707000,HARD,2.0,Australian Grand Prix
HUL,3.0,0 days 00:01:23.576000,HARD,3.0,Australian Grand Prix
HUL,4.0,0 days 00:01:23.731000,HARD,4.0,Australian Grand Prix
HUL,5.0,0 days 00:01:24.465000,HARD,5.0,Australian Grand Prix
HUL,6.0,0 days 00:01:23.747000,HARD,6.0,Australian Grand Prix
HUL,7.0,0 days 00:01:23.868000,HARD,7.0,Australian Grand Prix
HUL,8.0,0 days 00:01:23.838000,HARD,8.0,Australian Grand Prix
HUL,9.0,0 days 00:01:23.856000,HARD,9.0,Australian Grand Prix
HUL,10.0,0 days 00:01:23.777000,HARD,10.0,Australian Grand Prix
HUL,11.0,0 days 00:01:25.070000,HARD,11.0,Australian Grand Prix
HUL,12.0,0 days 00:01:24.824000,HARD,12.0,Australian Grand Prix
HUL,13.0,0 days 00:01:23.953000,HARD,13.0,Australian Grand Prix
HUL,14.0,0 days 00:01:23.965000,HARD,14.0,Australian Grand Prix
HUL,15.0,0 days 00:01:24.281000,HARD,15.0,Australian Grand Prix
HUL,16.0,0 days 00:01:24.025000,HARD,16.0,Australian Grand Prix
HUL,18.0,0 days 00:01:27.954000,MEDIUM,1.0,Australian Grand Prix
HUL,19.0,0 days 00:01:22.247000,MEDIUM,2.0,Australian Grand Prix
HUL,20.0,0 days 00:01:22.406000,MEDIUM,3.0,Australian Grand Prix
HUL,21.0,0 days 00:01:22.479000,MEDIUM,4.0,Australian Grand Prix
HUL,22.0,0 days 00:01:22.439000,MEDIUM,5.0,Australian Grand Prix
HUL,23.0,0 days 00:01:22.152000,MEDIUM,6.0,Australian Grand Prix
HUL,24.0,0 days 00:01:22.528000,MEDIUM,7.0,Australian Grand Prix
HUL,25.0,0 days 00:01:22.974000,MEDIUM,8.0,Australian Grand Prix
HUL,26.0,0 days 00:01:23.693000,MEDIUM,9.0,Australian Grand Prix
HUL,27.0,0 days 00:01:23.385000,MEDIUM,10.0,Australian Grand Prix
HUL,28.0,0 days 00:01:23.338000,MEDIUM,11.0,Australian Grand Prix
HUL,29.0,0 days 00:01:23.167000,MEDIUM,12.0,Australian Grand Prix
HUL,30.0,0 days 00:01:23.299000,MEDIUM,13.0,Australian Grand Prix
HUL,31.0,0 days 00:01:23.139000,MEDIUM,14.0,Australian Grand Prix
HUL,32.0,0 days 00:01:22.892000,MEDIUM,15.0,Australian Grand Prix
HUL,33.0,0 days 00:01:22.910000,MEDIUM,16.0,Australian Grand Prix
HUL,34.0,0 days 00:01:23.143000,MEDIUM,17.0,Australian Grand Prix
HUL,36.0,0 days 00:01:27.300000,HARD,1.0,Australian Grand Prix
HUL,37.0,0 days 00:01:21.630000,HARD,2.0,Australian Grand Prix
HUL,38.0,0 days 00:01:22.025000,HARD,3.0,Australian Grand Prix
HUL,39.0,0 days 00:01:21.896000,HARD,4.0,Australian Grand Prix
HUL,40.0,0 days 00:01:22.823000,HARD,5.0,Australian Grand Prix
HUL,41.0,0 days 00:01:22.016000,HARD,6.0,Australian Grand Prix
HUL,42.0,0 days 00:01:22.173000,HARD,7.0,Australian Grand Prix
HUL,43.0,0 days 00:01:21.909000,HARD,8.0,Australian Grand Prix
HUL,44.0,0 days 00:01:21.730000,HARD,9.0,Australian Grand Prix
HUL,45.0,0 days 00:01:21.532000,HARD,10.0,Australian Grand Prix
HUL,46.0,0 days 00:01:21.145000,HARD,11.0,Australian Grand Prix
HUL,47.0,0 days 00:01:21.629000,HARD,12.0,Australian Grand Prix
HUL,48.0,0 days 00:01:21.602000,HARD,13.0,Australian Grand Prix
HUL,49.0,0 days 00:01:21.728000,HARD,14.0,Australian Grand Prix
HUL,50.0,0 days 00:01:22.102000,HARD,15.0,Australian Grand Prix
HUL,51.0,0 days 00:01:21.730000,HARD,16.0,Australian Grand Prix
HUL,52.0,0 days 00:01:21.781000,HARD,17.0,Australian Grand Prix
HUL,53.0,0 days 00:01:21.758000,HARD,18.0,Australian Grand Prix
HUL,54.0,0 days 00:01:22.021000,HARD,19.0,Australian Grand Prix
HUL,55.0,0 days 00:01:22.697000,HARD,20.0,Australian Grand Prix
HUL,56.0,0 days 00:01:22.274000,HARD,21.0,Australian Grand Prix
RIC,2.0,0 days 00:01:24.826000,SOFT,2.0,Australian Grand Prix
RIC,3.0,0 days 00:01:23.840000,SOFT,3.0,Australian Grand Prix
RIC,4.0,0 days 00:01:24.095000,SOFT,4.0,Australian Grand Prix
RIC,7.0,0 days 00:01:24.040000,HARD,2.0,Australian Grand Prix
RIC,8.0,0 days 00:01:23.608000,HARD,3.0,Australian Grand Prix
RIC,9.0,0 days 00:01:23.491000,HARD,4.0,Australian Grand Prix
RIC,10.0,0 days 00:01:23.245000,HARD,5.0,Australian Grand Prix
RIC,11.0,0 days 00:01:23.083000,HARD,6.0,Australian Grand Prix
RIC,12.0,0 days 00:01:23.058000,HARD,7.0,Australian Grand Prix
RIC,13.0,0 days 00:01:22.904000,HARD,8.0,Australian Grand Prix
RIC,14.0,0 days 00:01:22.877000,HARD,9.0,Australian Grand Prix
RIC,15.0,0 days 00:01:22.830000,HARD,10.0,Australian Grand Prix
RIC,16.0,0 days 00:01:23.143000,HARD,11.0,Australian Grand Prix
RIC,18.0,0 days 00:01:25.117000,HARD,13.0,Australian Grand Prix
RIC,19.0,0 days 00:01:23.024000,HARD,14.0,Australian Grand Prix
RIC,20.0,0 days 00:01:23.127000,HARD,15.0,Australian Grand Prix
RIC,21.0,0 days 00:01:23.187000,HARD,16.0,Australian Grand Prix
RIC,22.0,0 days 00:01:23.105000,HARD,17.0,Australian Grand Prix
RIC,23.0,0 days 00:01:23.012000,HARD,18.0,Australian Grand Prix
RIC,24.0,0 days 00:01:23.292000,HARD,19.0,Australian Grand Prix
RIC,25.0,0 days 00:01:23.547000,HARD,20.0,Australian Grand Prix
RIC,26.0,0 days 00:01:23.357000,HARD,21.0,Australian Grand Prix
RIC,27.0,0 days 00:01:23.885000,HARD,22.0,Australian Grand Prix
RIC,28.0,0 days 00:01:23.863000,HARD,23.0,Australian Grand Prix
RIC,31.0,0 days 00:01:22.938000,HARD,2.0,Australian Grand Prix
RIC,32.0,0 days 00:01:22.738000,HARD,3.0,Australian Grand Prix
RIC,33.0,0 days 00:01:22.443000,HARD,4.0,Australian Grand Prix
RIC,34.0,0 days 00:01:22.709000,HARD,5.0,Australian Grand Prix
RIC,35.0,0 days 00:01:23.490000,HARD,6.0,Australian Grand Prix
RIC,36.0,0 days 00:01:25.131000,HARD,7.0,Australian Grand Prix
RIC,37.0,0 days 00:01:22.438000,HARD,8.0,Australian Grand Prix
RIC,38.0,0 days 00:01:22.380000,HARD,9.0,Australian Grand Prix
RIC,39.0,0 days 00:01:22.172000,HARD,10.0,Australian Grand Prix
RIC,40.0,0 days 00:01:21.387000,HARD,11.0,Australian Grand Prix
RIC,41.0,0 days 00:01:21.608000,HARD,12.0,Australian Grand Prix
RIC,42.0,0 days 00:01:21.888000,HARD,13.0,Australian Grand Prix
RIC,43.0,0 days 00:01:21.648000,HARD,14.0,Australian Grand Prix
RIC,44.0,0 days 00:01:21.313000,HARD,15.0,Australian Grand Prix
RIC,45.0,0 days 00:01:21.330000,HARD,16.0,Australian Grand Prix
RIC,46.0,0 days 00:01:21.239000,HARD,17.0,Australian Grand Prix
RIC,47.0,0 days 00:01:21.300000,HARD,18.0,Australian Grand Prix
RIC,48.0,0 days 00:01:21.492000,HARD,19.0,Australian Grand Prix
RIC,49.0,0 days 00:01:21.606000,HARD,20.0,Australian Grand Prix
RIC,50.0,0 days 00:01:21.782000,HARD,21.0,Australian Grand Prix
RIC,51.0,0 days 00:01:21.769000,HARD,22.0,Australian Grand Prix
RIC,52.0,0 days 00:01:21.884000,HARD,23.0,Australian Grand Prix
RIC,53.0,0 days 00:01:24.232000,HARD,24.0,Australian Grand Prix
RIC,54.0,0 days 00:01:22.568000,HARD,25.0,Australian Grand Prix
RIC,55.0,0 days 00:01:23.611000,HARD,26.0,Australian Grand Prix
RIC,56.0,0 days 00:01:23.839000,HARD,27.0,Australian Grand Prix
OCO,2.0,0 days 00:01:24.680000,MEDIUM,2.0,Australian Grand Prix
OCO,3.0,0 days 00:01:23.577000,MEDIUM,3.0,Australian Grand Prix
OCO,4.0,0 days 00:01:23.574000,MEDIUM,4.0,Australian Grand Prix
OCO,5.0,0 days 00:01:23.784000,MEDIUM,5.0,Australian Grand Prix
OCO,6.0,0 days 00:01:23.841000,MEDIUM,6.0,Australian Grand Prix
OCO,7.0,0 days 00:01:23.198000,MEDIUM,7.0,Australian Grand Prix
OCO,8.0,0 days 00:01:22.980000,MEDIUM,8.0,Australian Grand Prix
OCO,10.0,0 days 00:01:29.439000,HARD,1.0,Australian Grand Prix
OCO,11.0,0 days 00:01:23.339000,HARD,2.0,Australian Grand Prix
OCO,12.0,0 days 00:01:22.882000,HARD,3.0,Australian Grand Prix
OCO,13.0,0 days 00:01:22.956000,HARD,4.0,Australian Grand Prix
OCO,14.0,0 days 00:01:23.119000,HARD,5.0,Australian Grand Prix
OCO,15.0,0 days 00:01:23.091000,HARD,6.0,Australian Grand Prix
OCO,18.0,0 days 00:01:22.587000,HARD,2.0,Australian Grand Prix
OCO,19.0,0 days 00:01:22.880000,HARD,3.0,Australian Grand Prix
OCO,20.0,0 days 00:01:22.814000,HARD,4.0,Australian Grand Prix
OCO,21.0,0 days 00:01:22.663000,HARD,5.0,Australian Grand Prix
OCO,22.0,0 days 00:01:22.803000,HARD,6.0,Australian Grand Prix
OCO,23.0,0 days 00:01:22.713000,HARD,7.0,Australian Grand Prix
OCO,24.0,0 days 00:01:22.759000,HARD,8.0,Australian Grand Prix
OCO,25.0,0 days 00:01:22.797000,HARD,9.0,Australian Grand Prix
OCO,26.0,0 days 00:01:22.892000,HARD,10.0,Australian Grand Prix
OCO,27.0,0 days 00:01:22.901000,HARD,11.0,Australian Grand Prix
OCO,28.0,0 days 00:01:23.108000,HARD,12.0,Australian Grand Prix
OCO,29.0,0 days 00:01:23.117000,HARD,13.0,Australian Grand Prix
OCO,30.0,0 days 00:01:23.040000,HARD,14.0,Australian Grand Prix
OCO,31.0,0 days 00:01:22.921000,HARD,15.0,Australian Grand Prix
OCO,32.0,0 days 00:01:22.909000,HARD,16.0,Australian Grand Prix
OCO,33.0,0 days 00:01:22.996000,HARD,17.0,Australian Grand Prix
OCO,34.0,0 days 00:01:25.483000,HARD,18.0,Australian Grand Prix
OCO,35.0,0 days 00:01:23.239000,HARD,19.0,Australian Grand Prix
OCO,36.0,0 days 00:01:24.940000,HARD,20.0,Australian Grand Prix
OCO,37.0,0 days 00:01:22.834000,HARD,21.0,Australian Grand Prix
OCO,38.0,0 days 00:01:23.627000,HARD,22.0,Australian Grand Prix
OCO,39.0,0 days 00:01:22.706000,HARD,23.0,Australian Grand Prix
OCO,40.0,0 days 00:01:22.989000,HARD,24.0,Australian Grand Prix
OCO,41.0,0 days 00:01:23.162000,HARD,25.0,Australian Grand Prix
OCO,43.0,0 days 00:01:28.206000,HARD,8.0,Australian Grand Prix
OCO,44.0,0 days 00:01:21.597000,HARD,9.0,Australian Grand Prix
OCO,45.0,0 days 00:01:21.354000,HARD,10.0,Australian Grand Prix
OCO,46.0,0 days 00:01:23.041000,HARD,11.0,Australian Grand Prix
OCO,47.0,0 days 00:01:21.464000,HARD,12.0,Australian Grand Prix
OCO,48.0,0 days 00:01:21.549000,HARD,13.0,Australian Grand Prix
OCO,49.0,0 days 00:01:21.678000,HARD,14.0,Australian Grand Prix
OCO,50.0,0 days 00:01:21.633000,HARD,15.0,Australian Grand Prix
OCO,51.0,0 days 00:01:21.951000,HARD,16.0,Australian Grand Prix
OCO,52.0,0 days 00:01:22.155000,HARD,17.0,Australian Grand Prix
OCO,53.0,0 days 00:01:22.207000,HARD,18.0,Australian Grand Prix
OCO,54.0,0 days 00:01:22.229000,HARD,19.0,Australian Grand Prix
OCO,55.0,0 days 00:01:22.304000,HARD,20.0,Australian Grand Prix
NOR,2.0,0 days 00:01:23.183000,MEDIUM,2.0,Australian Grand Prix
NOR,3.0,0 days 00:01:22.656000,MEDIUM,3.0,Australian Grand Prix
NOR,4.0,0 days 00:01:22.609000,MEDIUM,4.0,Australian Grand Prix
NOR,5.0,0 days 00:01:22.685000,MEDIUM,5.0,Australian Grand Prix
NOR,6.0,0 days 00:01:22.632000,MEDIUM,6.0,Australian Grand Prix
NOR,7.0,0 days 00:01:22.744000,MEDIUM,7.0,Australian Grand Prix
NOR,8.0,0 days 00:01:22.630000,MEDIUM,8.0,Australian Grand Prix
NOR,9.0,0 days 00:01:22.727000,MEDIUM,9.0,Australian Grand Prix
NOR,10.0,0 days 00:01:22.695000,MEDIUM,10.0,Australian Grand Prix
NOR,11.0,0 days 00:01:22.936000,MEDIUM,11.0,Australian Grand Prix
NOR,12.0,0 days 00:01:22.814000,MEDIUM,12.0,Australian Grand Prix
NOR,13.0,0 days 00:01:23.153000,MEDIUM,13.0,Australian Grand Prix
NOR,16.0,0 days 00:01:21.936000,HARD,3.0,Australian Grand Prix
NOR,18.0,0 days 00:01:27.418000,HARD,5.0,Australian Grand Prix
NOR,19.0,0 days 00:01:22.356000,HARD,6.0,Australian Grand Prix
NOR,20.0,0 days 00:01:21.642000,HARD,7.0,Australian Grand Prix
NOR,21.0,0 days 00:01:21.907000,HARD,8.0,Australian Grand Prix
NOR,22.0,0 days 00:01:21.749000,HARD,9.0,Australian Grand Prix
NOR,23.0,0 days 00:01:21.745000,HARD,10.0,Australian Grand Prix
NOR,24.0,0 days 00:01:21.562000,HARD,11.0,Australian Grand Prix
NOR,25.0,0 days 00:01:21.713000,HARD,12.0,Australian Grand Prix
NOR,26.0,0 days 00:01:21.611000,HARD,13.0,Australian Grand Prix
NOR,27.0,0 days 00:01:21.976000,HARD,14.0,Australian Grand Prix
NOR,28.0,0 days 00:01:21.837000,HARD,15.0,Australian Grand Prix
NOR,29.0,0 days 00:01:21.864000,HARD,16.0,Australian Grand Prix
NOR,30.0,0 days 00:01:21.982000,HARD,17.0,Australian Grand Prix
NOR,31.0,0 days 00:01:21.848000,HARD,18.0,Australian Grand Prix
NOR,32.0,0 days 00:01:21.574000,HARD,19.0,Australian Grand Prix
NOR,33.0,0 days 00:01:21.692000,HARD,20.0,Australian Grand Prix
NOR,34.0,0 days 00:01:21.769000,HARD,21.0,Australian Grand Prix
NOR,35.0,0 days 00:01:21.510000,HARD,22.0,Australian Grand Prix
NOR,36.0,0 days 00:01:21.446000,HARD,23.0,Australian Grand Prix
NOR,37.0,0 days 00:01:21.662000,HARD,24.0,Australian Grand Prix
NOR,38.0,0 days 00:01:21.518000,HARD,25.0,Australian Grand Prix
NOR,39.0,0 days 00:01:21.901000,HARD,26.0,Australian Grand Prix
NOR,41.0,0 days 00:01:26.576000,HARD,2.0,Australian Grand Prix
NOR,42.0,0 days 00:01:21.025000,HARD,3.0,Australian Grand Prix
NOR,43.0,0 days 00:01:20.652000,HARD,4.0,Australian Grand Prix
